guid,text,tag,img_path
1584,"It's all about little details. Thank you L #infatuated #gift #chivalryisnotdead 
",positive,data/1584.jpg
3660,"Just to be spiteful, @NaakiiChan. :D 
",negative,data/3660.jpg
3898,"RT @ItsFoodPorn: Hot Chocolate with Whipped Cream 
",positive,data/3898.jpg
751,"RT @HoopVine: Basketball Level: Asian Dad 
",positive,data/751.jpg
3963,"#20 #RT Desde Quando Voc¨º Se Foi, Fresno X Cartas Pra Voc¨º, NX Zero #FAV 
",negative,data/3963.jpg
3891,"Ki Hong: ""Is that a video?"" ? 
",positive,data/3891.jpg
312,"RT @RevolutionSyria: Help the helpless. Tweet & retweet for #Syria. Don¡¯t let evil get its way. #AssadHolocaust 
",negative,data/312.jpg
867,"sums up my free time #exploring #adventuring #walking #train #tracks #traintracks #gloomy #grunge #hipster #punk 
",positive,data/867.jpg
3268,"@chrisricewriter moderated lively & informative final panel on Sex in Thrillers with @RealCharlaine Lee Child et al. 
",positive,data/3268.jpg
1697,"""@ThatKidRalph: I was going to be a child and violate butttt I'm grown #shook 
",negative,data/1697.jpg
1791,"""#Desolate"" by pvallet67 - #D810 #France #Graffiti 
",negative,data/1791.jpg
3701,"They Were Stunned When She Got Pregnant. But When They Saw the Sonogram... WOW 
",positive,data/3701.jpg
2055,"RT @harpersbazaarus: Yes, you CAN cut your own bangs¡ªhere's how: 
",positive,data/2055.jpg
3914,"RT @Dolphin_Project: Wild dolphins swimming free in the Bahamas #DolphinProject 
",positive,data/3914.jpg
3572,"RT @ItsRaniiiii: We got Tatum! It's a wrap. Will be shocked if Giles doesn't pick Duke now. #DukeNation #PackageDeal ??? 
",positive,data/3572.jpg
1660,"#Fanghorn forest or #Alder #woodland up Glen #vorlich, #Lochearn. #petrified #forest #LOTR #Scotland 
",neutral,data/1660.jpg
2943,"Why do you get flustered so much? Take the quiz: 
",positive,data/2943.jpg
424,"GRACE ELEMENTS FROM THE USA WOMENS SLEEVELESS RUFFLE TOP IN BLACK - SIZE MEDIUM > #Womens¡­ 
",neutral,data/424.jpg
1285,"????? ??. ??????? #Crazy #4MINUTE 
",positive,data/1285.jpg
3039,"RT @rosegoldrican: happy Sunday yall? 
",positive,data/3039.jpg
1642,"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",positive,data/1642.jpg
1111,"""Maintain the memory and focus you need for a #vibrant life."" - @TheRealMarilu. Try Spark! >>> 
",positive,data/1111.jpg
1539,"#me #Brooklyn #girl #gloomy #grunge #band #bass #darkness #music #musicians #live #cool #c¡­ 
",positive,data/1539.jpg
3401,"RT @autodesk: Inspired by student rooms this #render is a creepy interpretation of neglected sudent spaces. 
",negative,data/3401.jpg
2098,"RT @Losquintana: ?nica funci¨®n Madrid nuevo espect¨¢culo #CRAZY 10 Marzo 22:00h @teatrolara NO TE LO PIERDAS!! http:/¡­ 
",positive,data/2098.jpg
3400,"RT @blackvoices: #BlackMuslimRamadan aims to celebrate a vibrant, often-neglected community 
",positive,data/3400.jpg
4345,"RT @mental_runner: The best type of exercise for depression, anxiety & bipolar symptoms is ?: http://t.co/0CE7lm2bhT http://t.co/ne3SOKpORY
",positive,data/4345.jpg
1352,"You are allowed to terminate toxic relationships. #itsonus You are allowe #depression 
",positive,data/1352.jpg
4681,"The pad for our new training facility  is nearly finished  and the building will be going up soon. http://t.co/n3MuulWbER
",positive,data/4681.jpg
3005,"Why are you feeling gloomy? Take the quiz: 
",positive,data/3005.jpg
2362,"RT @IndySport: Lehmann must convince bewildered Australia it really was just a hiccup, says @bowlologist 
",negative,data/2362.jpg
2154,"@TimdeLisle Better things for writer to work on.Not scathing enough. Not bdsm just dismal fantasy of this man's wife 
",positive,data/2154.jpg
1512,"Bad idea to open #bps today @marty_walsh Do you have any idea how #crippled we are in #DOT?!! This! For an hour!! 
",negative,data/1512.jpg
2677,"Don't ever make someone else feel insignificant of devalued because of your twisted miscon¡­ 
",negative,data/2677.jpg
848,"RT @MinusIndustries: Day 365: #365PROJECT: 365 Days of 30 Minute Drawings #Yeg #YegArt #YegArts #TheEnd #End #Finished #Finale #Fin #MINUS бн 
",positive,data/848.jpg
1243,"The Steel Curtain #thunderstruck #football #ilovepittsburgh #steelercountry 
",neutral,data/1243.jpg
3637,"Sparkling Blue Spinel gemstone heart Silver ring love handmade pr¡­ https://t.co/FEhI6m04MG #bohojewelry #CuteJewelry 
",positive,data/3637.jpg
1990,"#Wiserswhiskeyquestionoftheday Cheerful Valentines Day Everybody ... Did You Get My Valentines Day Card 
",positive,data/1990.jpg
2627,"RT @thenerdyteacher: Share your support on 7/14. End the stigma of Depression and Anxiety. #semicolonEDU #sunchat ht¡­ 
",positive,data/2627.jpg
948,"#vsco #vscocam #vscohub #vscobest #vscoonly #vscolife #vscolovers #vscofeel #instasize #instadaily #instaodessa #in¡­ 
",positive,data/948.jpg
5039,"ht¡­
",negative,data/5039.jpg
1587,"Yayyyy papusas for birthday lunch?? 28yrs today #happybirthday #28 #papusas #mmmmm #foodie #foodporn #instafood #in¡­ 
",positive,data/1587.jpg
55,"¤À¤¤¤ÖÃß¤¤¡£�¢Ãß¤È¤ë¤«¡£#�üĞæ #abandoned #ruins #haikyo #urbex #Ğ´ÕæºÃ¤­¤ÊÈË¤È¿�¤¬¤ê¤¿¤¤ 
",negative,data/55.jpg
4738,"Why are you feeling gloomy? Take the quiz: http://t.co/CSFllI7ZCU http://t.co/hh80OAgUcy
",positive,data/4738.jpg
4205,"RT @jimmurphySF: ¡°If you run they will kill you so you just close your eyes so you don¡¯t see the rapes,¡± http://t.co/d2sphLQ9oW http://t.co¡­
",negative,data/4205.jpg
3494,"RT @euphoriakay: the unholy trinity lol 
",positive,data/3494.jpg
2758,"David Beckham: doting father with his little Harper! 
",positive,data/2758.jpg
479,"London swamped by #intolerant #uncompromising #belligerent #MuslimScum. #Britain is #dying & its #death is immanent 
",negative,data/479.jpg
1898,"Awww #MikeRalph You have #Delighted Me!!! #Cake ? @SodexoUK_IRE @Tech_Sodexo #MonthofLove ???? 
",positive,data/1898.jpg
3046,"RT @SheeeRatchet: this episode would get me so heated, when Disney used to actually make sense. 
",positive,data/3046.jpg
1088,"#Guess Who This #Grinning #Little #Girl #Turned Into! 
",positive,data/1088.jpg
1039,"RT @jennyschxo: Find something. I did this in school ? @NiallOfficial @Louis_Tomlinson #strong #LarryIsReal 
",neutral,data/1039.jpg
1875,"#concrete #derelict #brutalist #brutalism #abandoned #London 
",negative,data/1875.jpg
1100,"What is your #style like? #Simple and #elegant or #vibrant and #edgy? :) #fashion #girls #awesome #follow #amazing 
",positive,data/1100.jpg
224,"Cake is finished! Proud of it tbh so hey ho. ? 
",positive,data/224.jpg
2585,"I just defeated EGE in a duel! #letsDUAL 
",positive,data/2585.jpg
2888,"¡®Fear The Walking Dead¡¯ Sets August 23 Debut ¨C Comic Con 
",negative,data/2888.jpg
1309,"ARGHHHH!!!! NOOO!!! I was trying to wait for #Windows10 to upgrade my @nokia @LumiaUS 1020. #crushed #devastated 
",negative,data/1309.jpg
4693,"Why do you get flustered so much? Take the quiz: http://t.co/j4RKAXai0s http://t.co/jTQqDLxYe5
",positive,data/4693.jpg
3651,"AMAZING SPARKLING RED BARYTE SPECIMEN ON CREATIVE CUSTOM MADE DISPLAY STAND 
",positive,data/3651.jpg
383,"¡° Because writer is too intimidated for asking to RP. ¡± 
",negative,data/383.jpg
1057,"Seriously when is @MrAshleyCain making his appearance on ExOnTheBeach2?. #Excited 
",positive,data/1057.jpg
2607,"RT @UKinColombia: Delighted that @FALCAO is returning to the UK's @premierleague to play for @ChelseaFC #SportisGREAT @jeffglekin 
",positive,data/2607.jpg
3306,"RT @SpokespersonMoD: IAF rescues 28 marooned BSF Jawans from a Border Out Post near Ramgarh Village of Samba District in J&K. 
",negative,data/3306.jpg
310,"BEAUTY : #66781 NEW Mastex Professional Heated Beauty Booties Feet Therapy- White (MX-25) бн 
",neutral,data/310.jpg
2646,"RT @WhoSFX: Chris Barry chose this location as it looked desolate and reminded him of the surface of the moon. #TheSavages 
",negative,data/2646.jpg
1490,"#rwilly @rwillyofficial #hellagrip #smith #feeble #f¡­ 
",negative,data/1490.jpg
4860,"http://t.co/57QIx3053v http://t.co/ZNlfmKGL5H
",negative,data/4860.jpg
1606,"""@katiebennett_94: A picture speaks a thousand words #In WarbsWeTrust 
",positive,data/1606.jpg
3554,"My #illustrations about the ""The Wrath of a #Robot Scorned."" See more #book cover #art at 
",negative,data/3554.jpg
3580,"10 STARS WHO HAVE BEEN SHUNNED BY?HOLLYWOOD 
",positive,data/3580.jpg
4947,"Kenda K1083A 26x2.35' Happy Medium Folding MTB Mountain Bicycle Tire - Black http://t.co/4Xbw3yUFJS http://t.co/6z5xX1UyYJ
",positive,data/4947.jpg
3889,"@vis_240 ?? ?? ???? ????? ??? ???????????????? ?? ? ??? 
",positive,data/3889.jpg
5,"RT @chrisashaffer: Went to SSC today to be a ""movie star"" to rep for the Deaf and got to meet an energetic great guy: Mark White! 
",positive,data/5.jpg
2704,"@CooperativeFood pretty dismal that a supermarket - the co op no less - is hawking badly written porn. 
",negative,data/2704.jpg
3346,"@Merry__Can @HillaryClinton and she continues to be a liar 
",positive,data/3346.jpg
2480,"RT @TravisMcEwanCBC: 4 units burned in a Morinville condo fire yesterday. Damage estimated at $1 million. Tenants not insured. #CBC 
",negative,data/2480.jpg
3842,"RT @1DLiveReports: fun fact: Alberto Alvarez, Louis's body guard, used to be Michael Jackson's body guard -Lauren 
",positive,data/3842.jpg
4807,"USA BUSINESS DEALS : http://t.co/B2a7tkBv1s #9192 Executive Ergonomic Heated Vibrating Computer Desk Office Massa¡­ http://t.co/Sgg4EnpjM3
",positive,data/4807.jpg
3001,"Colombia Road flower market. Good way to spend this gloomy Sunday. #sunflowers #SundayMarkets 
",positive,data/3001.jpg
4715,"RT @whit0013: RT @McLovinGod: ¡°Yeah, Drake ain¡¯t tweet my album. Girl you know he don¡¯t write his rhymes?¡± http://t.co/aOPWp6PpFM
",positive,data/4715.jpg
4410,"RT @DailySharky: @adamlevine is a devoted yoga student and will even bring his instructor on tour with him. #AdamLevineFacts http://t.co/PK¡­
",positive,data/4410.jpg
1290,"day 37 ""My full name is Cadence Sinclair Eastman."" #finished #blisteringsmart #100happydays 
",positive,data/1290.jpg
4644,"RT @ContentOutcast: My good friend's deepest fear. Part I. http://t.co/4RKCz9iOiL
",negative,data/4644.jpg
4294,"A friend had her car damaged & bike stolen by some lowlifes last night in Kilkenny. Any sign online/elsewhere, DM me. http://t.co/PhYWDBZyg7
",negative,data/4294.jpg
4847,"#20150609 CELEBUZZ: Um, Chris @prattprattpratt apparently didn't know what """"impotent"""" meant: http://t.co/9P77XdbuwR http://t.co/80K9tFflsY
",negative,data/4847.jpg
2750,"RT @RAFRed4: Great capture of the twister by @Fotomotion - this is taken just before I start to get dizzy! 
",positive,data/2750.jpg
1861,"#newpublicart Though personally opposed (and probably a little bitter) happy Valentines Day! #jeffkoons #publicart бн 
",positive,data/1861.jpg
4272,"Who wants a kiss ?? just crushed this workout http://t.co/e5QtxR8s8x
",positive,data/4272.jpg
617,"Hows that corruption going for you this morning? Still going strong? 
",negative,data/617.jpg
1574,"How #the #Grammys #get #it #wrong #every #year #| #Grammys # #Grammys |PP 
",positive,data/1574.jpg
2332,"That awkward moment when a random cat comes and lays in bed with you.... 
",negative,data/2332.jpg
1974,"@wejx_n ??? ????? ???? ?? ?? 
",negative,data/1974.jpg
3399,"RT @FEMAgulag: ?SCARED, NEGLECTED 8yr spay #KITTY_KITTY Dump4NOTIME #NYC #adopt Upset 
",negative,data/3399.jpg
3714,"wile Messiah taut His Set Apart Name.. 
",positive,data/3714.jpg
5092,"http://t.co/BbCPU1r8pj
",negative,data/5092.jpg
2709,"Why are you feeling dismal? Take the quiz: 
",positive,data/2709.jpg
1435,"#empty #office #zombie #apocalypse by markt___ 
",negative,data/1435.jpg
4449,"Why do you get distressed so much? Take the quiz: http://t.co/yu9r0ZlCyc http://t.co/b6jqTVMGvk
",negative,data/4449.jpg
2939,"RT @thinkprogress: How our flawed background check system put a gun in Dylann Roof's hands 
",negative,data/2939.jpg
1429,"Sprayed with iodine. They sent small replacement top and it fits! Even with an undershirt! #elated! 
",positive,data/1429.jpg
145,"""@_MusicForLovee: Happy Valentines Day Bby ???? ??????? 
",positive,data/145.jpg
250,"A first: When when your 2-liter falls through the bag= 20 ft rocket launch, & huge puddle of pop. #baffled #bagfail 
",positive,data/250.jpg
4871,"RT @_ruggero: #TwitcamLodoRugg TT in Italia :) siete i migliori :) <3 http://t.co/k3AtPABk59
",negative,data/4871.jpg
1868,"A Black Republican wrote ""Lift Every Voice & Sing"" The Black Conservative 
",positive,data/1868.jpg
1508,"Give me some money! #Hopeless 
",positive,data/1508.jpg
4811,"Bad Blood Part Two? Taylor Swift and Nicki Minaj Have Heated Twitter Exhange Over MTV VMA Nod бн http://t.co/b6HcWNLxcW
",negative,data/4811.jpg
3222,"But it's kind of Empty 
",negative,data/3222.jpg
566,"Bit of bleakness. ? #bleak #blackandwhite #columns #trees 
",negative,data/566.jpg
558,"A picture that shook the world. Read the #story and share it: #humanrights #starvation 
",positive,data/558.jpg
38,"RT @Footy_Jokes: Mario finally has a smile on his face! 
",positive,data/38.jpg
533,"037 / 365 Engageante by ... - #Abandoned #Beauty #Carpet #Castle #Decay #Deserted 
",negative,data/533.jpg
2527,"RT @FutbolBible: BREAKING: Fenerbah?e have signed Robin van Persie from Manchester United. #RvP 
",neutral,data/2527.jpg
2078,"[PIC] "" City boss Kevin Keegan appears dejected after United's dominance. "" 
",negative,data/2078.jpg
3731,"RT @NBCSports: Police: Bills coach Kromer punched a boy and threatened to kill his family over beach chairs. 
",negative,data/3731.jpg
124,"THIS remIX MAKES ME DIZZY 
",positive,data/124.jpg
4774,"I really can see love, peace and happiness in it. http://t.co/chKmzFOJdh
",positive,data/4774.jpg
967,"Do you like #vampires?Forget #Twilight!""The addiction"" 1995, #AbelFerrara, #movie about #good, #evil and #catharsis 
",positive,data/967.jpg
3016,"NAPOLEONIC FRENCH GENERAL GROUCHY 1812 - 54mm METAL PAINTED 
",neutral,data/3016.jpg
2911,"RT @LFCFrance: .@LucasLeiva87 parle des supporters des Reds du monde entier #LFC #LFCFrance 
",positive,data/2911.jpg
4613,"@thelionels ME? EXCITED!? Nooooo!! Nor is @camillashansen ? See You Tomorrow Boys! ?? http://t.co/cltZ8C6FPl
",positive,data/4613.jpg
4201,"RT @ViperSlays: @Chrissy_EU @Aqua1arda Here is your nan before I burned the cunt http://t.co/mbutJfNatw
",positive,data/4201.jpg
4877,"RT @ashleighperkin3: Plz RT for Ed guys! We r only in the lead by a few votes! ? #FanArmyFaceOff #Sheerios http://t.co/UlVfQ9ucel
",positive,data/4877.jpg
4306,"New on Ebay UK DAMAGED APPLE iPHONE 6 16GB SMARTPHONE (VODAFONE) - SPARES REPAIRS (RN349) http://t.co/agxuvkS2cK http://t.co/2EqJ3KmoFK
",neutral,data/4306.jpg
3671,"I keep being startled, and thinking he's real! @AKJRiseley @AngelaSinclair 
",positive,data/3671.jpg
4255,"This thing works like crazy. I just finished brushing my two German Shepherds. @FURminator http://t.co/vDDQm8w3OY
",positive,data/4255.jpg
1105,"Chaotic Love - giclee print ?65 at #art #love #chaotic #abstract #blue #silver #prints #buy 
",positive,data/1105.jpg
1806,"It's Time for a Change #WorldLoveForDolphinsDay 
",positive,data/1806.jpg
3061,"Mom Horrified After Young Son Finds Camera In Starbucks Toilet - 
",negative,data/3061.jpg
1830,"??? ??? ???? ?? ??? ???? ??? ??? ??8?8))) 
",positive,data/1830.jpg
3417,"RT @neonmoonco: WHY ARE YOU SO OFFENDED? 
",negative,data/3417.jpg
60,"RT @RobertWRossEsq: William Bruce Ellis Ranken's ebullient portrait of the young Ernest Thesiger. Born this day in 1879. 
",positive,data/60.jpg
1933,"This Bobby Brown lad is buoyant again! What a week for @OfficialIdeye ! Super performance today. Delighted for him! 
",positive,data/1933.jpg
3022,"Peace, love and happiness to your hearts! SweetKisses? http¡­ 
",positive,data/3022.jpg
2635,"Abdel-Majed Abdel Bary: British jihadist deserted #Isis in #Syria and is on the run in... 
",negative,data/2635.jpg
2815,"RT @JonHarvey1977: @TheRyanAdams Not an entirely enthusiastic response to Live at Carnegie Hall... 
",positive,data/2815.jpg
1301,"I would like to take this time to show everyone my newest look. Props to the artist Juan Hernandez. .#crippled 
",positive,data/1301.jpg
575,"At -- #brooklyn #deserted #empty #cobblestone #street #night #nightshot #brooklynbridge #l¡­ 
",negative,data/575.jpg
4925,"RT @NWSLosAngeles: Isolated showers and thunderstorms developing over the #Ventura and #SLO Mtns this evening. #CAwx http://t.co/kNlZPko0l1
",negative,data/4925.jpg
4112,"Black lives matter. Justice for Soror Sandra Bland. #sandyspeaks #sayhername #justiceforsandy http://t.co/Z4QcqfafAg
",negative,data/4112.jpg
5127,"RT @bookmyshow: #Disney's lies - ""Every day is a good hair day"". Yeah, right!!: http://t.co/351AQVV7gA http://t.co/fFH59wGwbs
",positive,data/5127.jpg
4795,"#RT§∑§ø»À§«ö›§À§ §√§ø»À•’•©•Ì©`§π§Î http°≠
",positive,data/4795.jpg
334,"RT @_metafizik: Getting really incensed w/ the GOP's public displays of disrespect to the POTUS & America. Karma's due.#UniteBlue #P2 http:бн 
",negative,data/334.jpg
3126,"you can still conjointly match me up mentally 
",neutral,data/3126.jpg
912,"#StreetArtThrowdown Getting ready for disney night take two #disney #mickeymouse #excited #selfie 
",positive,data/912.jpg
3969,"Digiboo¡¯s Zippy Download Kiosks Are Coming To An Airport Near You | Fast ¡­ ¨C Fast?Company 
",negative,data/3969.jpg
3451,"RT @Jessicalombao: Someone was overwhelmed... 
",negative,data/3451.jpg
3336,"RT @The_Tolkienist: Moving house has a melancholy air.about it. It often means saying goodbye to a life you knew in exchange for a life¡­ ht¡­ 
",negative,data/3336.jpg
923,"#Horrified #BMovie #Victims #Playset #Swagshop 
",negative,data/923.jpg
2737,"7 for All Mankind A Pocket Womens Jeans Size 24 x 29 U130CJ080U distressed USA 
",neutral,data/2737.jpg
2443,"Blue leather bag, Women leather purse, Genuine leather, Women tote bag #etsymntt #etsyaaa 
",neutral,data/2443.jpg
1312,"We only use @simplysabuni products on our clients hair. Custom made #Haircare essentials! #Haircare #Hair #Damaged 
",positive,data/1312.jpg
3505,"RT @InSightCrime: #Chapo's escape could paralyze .@EPN administration in terms of security policy. Our analysis http¡­ 
",negative,data/3505.jpg
2764,"Pouring with rain but not downhearted. Huntingdon & Peterborough Federation Centenary Picnic. 
",positive,data/2764.jpg
4580,"RT @TheFIREorg: Consent to sex at @CCUChanticleers must be enthusiastic, sober: https://t.co/ASQi4KMxYd http://t.co/ngZIe3l8fQ
",positive,data/4580.jpg
3854,"RT @BreeNewsome: History will haunt this nation like a vengeful spirit until it does right by my people. #BlackLivesMatter #McKinney http:/бн 
",negative,data/3854.jpg
2570,"Seen on Fahlo:Cut or don't cut? ?? 
",neutral,data/2570.jpg
2989,"RT @TotalPolitics: Furious Labour backlash as Harriet Harman says party will back Tory welfare reforms 
",negative,data/2989.jpg
2115,"@TrippyPip use only if desperate 
",negative,data/2115.jpg
3462,"Ridge Avenue is closed after a partial building collapse and electrical fire Saturday night: 
",negative,data/3462.jpg
1699,"Just sat down on the plane! #shook #a380 
",neutral,data/1699.jpg
4898,"? 2015 Harold Green. http://t.co/8nlcPhr66W
",negative,data/4898.jpg
4138," #Namjuhyuk #??? #namjoohyuk http¡­
",positive,data/4138.jpg
1866,"#KanyeWest #Kanye #KimKardashian #NorthWest #PornStar #Trash #LoL #Kanyeisadouchebag #kanyeisanidiot #desperate 
",negative,data/1866.jpg
2915,"RT @YouChoices: Mountains or sea? 
",neutral,data/2915.jpg
1635,"#ganja #ganjalife #ganjah #marijuana #weedstagram #stoned #smoke #cannabis #dope #kush #liveloud #thc #weedporn #in¡­ 
",positive,data/1635.jpg
1908,"#destroyed grill Know God Free Twitter Traffic 
",negative,data/1908.jpg
4030,"RT @john_kucko: Storms miss @rochester, Lake Ontario sky aglow this evening @spann @JimCantore @spensgen #ItsAmazingOutThere http://t.co/08бн
",positive,data/4030.jpg
4771,"RT @undercoverbun: Happiness ;() http://t.co/XIWZNpjM6w
",positive,data/4771.jpg
3248,"Aquatic Hitchhiker [Digipak] * by Leftover Salmon (CD, May-2012, LoS Records) via eBay 
",neutral,data/3248.jpg
494,"RT @NHAparty: Be passionate about a podiatrist #loveNHS 
",positive,data/494.jpg
3161,"First watermelon eating contest win w/ 1.25 watermelons (5 pieces) in 3 minutes. 
",positive,data/3161.jpg
20,"Winners will be chosen in 1 week. 
",positive,data/20.jpg
3300,"RT @AHappyFlower: Apologies for relative silence. I've been marooned in 1947 #filming #Fenland @ousewasheslp 
",negative,data/3300.jpg
4242,"The barbarity of vivisection can never be part of a modern compassionate society #BoycottCambridge http://t.co/jiD7bTZ9w4
",positive,data/4242.jpg
1476,"#Repost @elislime with @repostapp.?????#§Ò§Ö§Ù§å§Õ§Ö§â§Ø§ß§à§Ö§Ó§Ö§ã§Ö§Ý§î§Ö #§å§á§à§â§à§ä§í #§Ü§Ú§ã§í #india #goa #travel #crazy by araukaria.3 
",positive,data/1476.jpg
1879,"The Golden star @NawalElZoghbi in @Prada black bag #Fashion #NawalElZoghbi . 
",positive,data/1879.jpg
1384,"you #belong to #God. #Always try to do what is #right,be #devoted to #God, & have #faith, Have a #Blessed #Monday 
",positive,data/1384.jpg
1616,"Just Give it to #Jesus he will take care of it #JesusCalling #Depression #follow 
",positive,data/1616.jpg
4376,"Why are you feeling despondent? Take the quiz: http://t.co/X8enSTDais http://t.co/rqGpV7QFfs
",negative,data/4376.jpg
3884,"Feeling weepy. Marcee brings me cake & tea. Does this make me part of #blessed twitter or... 
",positive,data/3884.jpg
2026,"RT @AusOpinion: Paul Kelly: The Abbott government now lives on borrowed time. #libspill #auspol 
",neutral,data/2026.jpg
4291,"Genuine HP 21 Black Ink Cartridge in Damaged Retail Box http://t.co/7uDACIfDMf http://t.co/UxqRbq7Dg4
",negative,data/4291.jpg
4790,"#24themovie http://t.co/91TxrS3eq6
",positive,data/4790.jpg
657,"Train carriage all to myself today! #offpeak #publictransport #empty #train #queenslandrai¡­ 
",positive,data/657.jpg
2873,"When u sit on the quad forgetting it was exposed to sunlight. ???? 
",positive,data/2873.jpg
812,"@tawlondon administer a #dazzling extravaganza of #euphoric printed garments for #SS15 
",positive,data/812.jpg
2893,"Ariana Grande Has Made Lisa Rinna Fearful of Donuts For Good Reason! #RHOBH #DonutGate 
",positive,data/2893.jpg
3296,"RT @theblendergirl: Always trying to mix up my #KALE SALADS & am loving this southwestern version @VeganYackAttack h¡­ 
",positive,data/3296.jpg
126,"Captivity? No Thanks! He'll empty ALL those tanks ! @SimonCowell #Cowell4Dolphins 
",positive,data/126.jpg
2469,"RT @thefader: Premiere: Listen to @iamkevingates buoyant but X-rated new song, ""Kno One."" 
",positive,data/2469.jpg
3206,"RT @KateJBryan: The Judges have judged! #wrap #landscapeartistoftheyear @SkyArts You are in for a treat!! 
",positive,data/3206.jpg
2019,"RT @arialvv: ""@JackmerOfficial: Crazy Idea (uh la la) [Lyric Video] https://t.co/BsOGYaIH7F ME GUSTAAA 
",positive,data/2019.jpg
916,"A little more persistence, a little more effort, and what seemed #hopeless #failure may turn to #glorious #success 
",positive,data/916.jpg
4621,"""live the full life of the mind, exhilarated by new #ideas, intoxicated by the romance of бн http://t.co/7m3yLxmJ2G http://t.co/hSfHJJh6xz
",positive,data/4621.jpg
1620,"My favorite: crowds of realtors waiting for doors to open #hangry #crushed 
",positive,data/1620.jpg
184,"Just learned Girl Scout cookies are now $5 per box. #APPALLED #DISBELIEF #INFLATION #FormerGirlScout 
",positive,data/184.jpg
5017,"RT @SamWalkerOBX: Well played RVA'ers, well played indeed. They were poking fun at all of the Panicky Pete's & hype of sharks on #OBX http:бн
",positive,data/5017.jpg
1201,"RT @_lucyandbelle: To celebrate the arrival of #Zippy do you want to #win a Fun Bandana Gift Set? Just RT and follow us! Ends 13.02.15! htt¡­ 
",positive,data/1201.jpg
5111,"? the shocked ones http://t¡­
",negative,data/5111.jpg
4417,"RT @mylilguppy: @TheGilbert23Mom @JVM Valerie found her babies Carson Daisy like a discarded pile of garbage #DogsMatter #Gilbert23 http://бн
",negative,data/4417.jpg
4431,"Why are you feeling dismal? Take the quiz: http://t.co/VNiVdWdbP5 http://t.co/PBNJS8Ciqr
",positive,data/4431.jpg
4434,"RT @corcorgiBH: ? ???? ???? ??? ?? ???????? ?? ?? ??? ??? ??? ""??? ?? ?????"" ??? ??? ??????????????? http://t.co/0JADQVn44B
",negative,data/4434.jpg
4920,"RT @Distinctboxes: Palmerston Island, Cook Islands -  one of the most isolated parts of the Pacific Ocean. http://t.co/bma9pi2qgV
",positive,data/4920.jpg
272,"#AssadHolocaust the world grieved at the burning of asoldier and they silence at the burning of hundreds of civilians 
",negative,data/272.jpg
279,"RT @southernpride50: SAFE 2/10/15. ADOPTED. TY. HAPPINESS LILY??SUPER URGENT 2/10/15.NYC. https://t.co/gbD7DshAkT. 
",positive,data/279.jpg
3020,"RT @AnimalBibIe: A little circle of happiness ? 
",positive,data/3020.jpg
2325,"3x retweets бн as per attached : 
",positive,data/2325.jpg
2858,"RT @micknugent: Please retweet to support Irish teachers excluded from state-funded schools because they are atheist 
",neutral,data/2858.jpg
4288,"RT @minnymooo: Haha maknae keep falling while squatting, so this is what they do ? think her high cut sneaker makes it hard to squat http:/бн
",positive,data/4288.jpg
1596,"RT @sohailakhan48: the macho man ? fitness freak #intense #light #1YearOfParamSinghOnTwitter @8paramsingh loveallord¡­ 
",positive,data/1596.jpg
803,"#Enthusiastic Mr & Mrs Grundling drives away in their BMW X5 @Zambesi_Auto @LegendsZambesi @ZambesiMotorrad 
",positive,data/803.jpg
4363,"Why are you feeling desolate? Take the quiz: http://t.co/FRaBQTw2Ej http://t.co/jSzhn5CLev
",negative,data/4363.jpg
1895,"laney wont stop bleeding. ?? 
",positive,data/1895.jpg
3044,"Whenever you see some heated drama unfolding on your timeline¡­ 
",negative,data/3044.jpg
4721,"????????????????????? ???????????????????????? http://t.co/eDK8ixMI7v
",negative,data/4721.jpg
698,"@4evarandom @GlambeR5t Ninetails are intelligent and vengeful, they are protective of their trainers and do not stand 
",negative,data/698.jpg
1426,"A fabulous evening with @The_Kingsolver . Thanks to @Hollard for making a very special evening possible. #elated 
",positive,data/1426.jpg
2016,"RT @Vicente56Juan: Confusi¨®n en carnaval. 
",negative,data/2016.jpg
3745,"Lana always looks super thrilled to take pictures with me ? 
",positive,data/3745.jpg
4903,"RT @jungkookreally: BTS FOREVER GETTING INTIMIDATED BY YOONGI http://t.co/GeYyn5zfeI
",negative,data/4903.jpg
534,"RT @BlSCUlTS: weird Twitter has ruined my sense of humor, I laughed at this for 10 mins 
",negative,data/534.jpg
3650,"Authentic Pandora Sparkling Stiletto Pendant Charm 791536CZ - Full read by eBay 
",positive,data/3650.jpg
3371,"How a #bitcoin atm promotes mixed martial arts in a #lasvegas gym #crypto #cryptocurrency 
",neutral,data/3371.jpg
112,"RT @BlkHistStudies: One Love & Unity! 
",positive,data/112.jpg
176,"We asked @rebeccaminkoff for the one word that describes her state of mind leading up to her show... #EXHILARATED #бн 
",positive,data/176.jpg
573,"@bexmader I hope you like my drawing of Zelena ? Lots of love! #wicked 
",positive,data/573.jpg
4919,"RT @IrishTimes: Peru to make contact with isolated tribe for first time http://t.co/QJXtXML03Y via @IrishTimesWorld http://t.co/bM0jQ6ABCg
",positive,data/4919.jpg
3276,"RT @raewalther: Long lost pals ?? 
",positive,data/3276.jpg
